,date,mood,device
1429,2017-11-21 04:17:23,happy,1
1430,2017-11-21 17:16:26,neutral,1
1431,2017-11-21 11:46:14,sad,1
1432,2017-11-21 04:28:07,neutral,1
1433,2017-11-21 22:51:50,sad,1
1434,2017-11-21 12:19:21,sad,1
1435,2017-11-21 01:12:58,neutral,1
1436,2017-11-21 06:55:29,sad,1
1437,2017-11-21 02:34:58,neutral,1
1438,2017-11-21 09:28:35,happy,1
1439,2017-11-21 03:15:06,sad,1
1440,2017-11-21 05:50:04,happy,1
1441,2017-11-21 22:10:19,happy,1
1442,2017-11-21 19:15:44,happy,1
1443,2017-11-21 07:22:37,happy,1
1444,2017-11-21 20:17:25,sad,1
1445,2017-11-21 11:35:21,neutral,1
1446,2017-11-21 19:14:04,happy,1
1447,2017-11-21 20:39:14,sad,1
1448,2017-11-21 02:46:39,neutral,1
1449,2017-11-21 06:47:40,neutral,1
1450,2017-11-21 05:30:08,happy,1
1451,2017-11-21 00:55:12,happy,1
1452,2017-11-21 14:20:58,neutral,1
1453,2017-11-21 03:03:34,happy,1
1454,2017-11-21 01:32:39,neutral,1
1455,2017-11-21 06:42:02,neutral,1
1456,2017-11-21 17:26:39,neutral,1
1457,2017-11-21 05:48:31,happy,1
1458,2017-11-21 16:05:03,neutral,1
1459,2017-11-21 12:09:10,neutral,1
1460,2017-11-21 08:20:23,happy,1
1461,2017-11-21 18:00:39,neutral,1
1462,2017-11-21 12:08:03,happy,1
1463,2017-11-22 13:45:17,sad,1
1464,2017-11-22 07:26:18,happy,1
1465,2017-11-22 17:03:29,sad,1
1466,2017-11-22 08:16:27,sad,1
1467,2017-11-22 07:01:45,neutral,1
1468,2017-11-22 10:32:35,happy,1
1469,2017-11-22 07:24:48,sad,1
1470,2017-11-22 16:47:01,neutral,1
1471,2017-11-22 13:19:59,sad,1
1472,2017-11-22 07:01:08,sad,1
1473,2017-11-22 04:40:49,sad,1
1474,2017-11-22 19:39:11,sad,1
1475,2017-11-22 03:56:48,happy,1
1476,2017-11-22 23:36:34,neutral,1
1477,2017-11-22 04:00:42,happy,1
1478,2017-11-22 06:19:44,sad,1
1479,2017-11-22 13:44:28,sad,1
1480,2017-11-22 12:42:45,sad,1
1481,2017-11-22 12:33:11,sad,1
1482,2017-11-22 23:38:53,happy,1
1483,2017-11-22 10:48:10,neutral,1
1484,2017-11-22 01:22:10,neutral,1
1485,2017-11-22 02:55:17,neutral,1
1486,2017-11-22 21:51:55,happy,1
1487,2017-11-22 18:48:21,neutral,1
1488,2017-11-22 00:50:54,neutral,1
1489,2017-11-23 06:41:24,neutral,1
1490,2017-11-23 22:58:38,neutral,1
1491,2017-11-23 07:53:18,happy,1
1492,2017-11-23 09:36:45,happy,1
1493,2017-11-23 20:58:34,happy,1
1494,2017-11-23 08:04:57,happy,1
1495,2017-11-23 01:15:22,neutral,1
1496,2017-11-23 17:01:22,happy,1
1497,2017-11-23 15:33:49,neutral,1
1498,2017-11-23 13:37:37,happy,1
1499,2017-11-23 17:54:57,sad,1
1500,2017-11-23 21:19:06,sad,1
1501,2017-11-23 03:52:16,sad,1
1502,2017-11-23 17:21:02,sad,1
1503,2017-11-23 08:42:15,sad,1
1504,2017-11-23 03:02:42,sad,1
1505,2017-11-23 17:31:39,sad,1
1506,2017-11-23 02:50:02,happy,1
1507,2017-11-23 04:47:58,sad,1
1508,2017-11-23 22:21:10,neutral,1
1509,2017-11-23 04:30:16,neutral,1
1510,2017-11-23 19:58:00,neutral,1
1511,2017-11-23 02:38:46,sad,1
1512,2017-11-23 03:43:48,sad,1
1513,2017-11-23 13:49:16,sad,1
1514,2017-11-23 23:24:28,neutral,1
1515,2017-11-23 12:16:10,happy,1
1516,2017-11-23 07:01:08,neutral,1
1517,2017-11-23 16:48:53,neutral,1
1518,2017-11-23 05:55:38,happy,1
1519,2017-11-23 22:55:11,sad,1
1520,2017-11-23 15:39:38,neutral,1
1521,2017-11-23 23:34:29,happy,1
1522,2017-11-23 06:53:13,happy,1
1523,2017-11-23 16:00:06,sad,1
1524,2017-11-23 14:52:31,sad,1
1525,2017-11-23 16:05:49,neutral,1
1526,2017-11-23 07:22:53,happy,1
1527,2017-11-23 10:15:00,sad,1
1528,2017-11-23 19:56:20,neutral,1
1529,2017-11-23 22:33:09,neutral,1
1530,2017-11-23 15:38:03,happy,1
1531,2017-11-23 14:15:06,neutral,1
1532,2017-11-23 22:14:44,sad,1
1533,2017-11-23 06:20:08,sad,1
1534,2017-11-23 03:57:27,sad,1
1535,2017-11-23 19:56:04,sad,1
1536,2017-11-23 17:18:20,sad,1
1537,2017-11-23 21:19:41,neutral,1
1538,2017-11-24 01:32:37,happy,1
1539,2017-11-24 16:23:57,neutral,1
1540,2017-11-24 11:46:34,neutral,1
1541,2017-11-24 02:49:08,sad,1
1542,2017-11-24 20:23:23,neutral,1
1543,2017-11-24 10:10:34,sad,1
1544,2017-11-24 14:39:39,sad,1
1545,2017-11-24 23:32:06,happy,1
1546,2017-11-24 10:48:49,sad,1
1547,2017-11-24 08:31:14,happy,1
1548,2017-11-24 09:56:40,neutral,1
1549,2017-11-24 22:00:34,happy,1
1550,2017-11-24 11:16:40,neutral,1
1551,2017-11-24 19:58:14,neutral,1
1552,2017-11-24 01:59:39,neutral,1
1553,2017-11-24 15:06:39,neutral,1
1554,2017-11-24 11:02:33,neutral,1
1555,2017-11-24 09:46:36,happy,1
1556,2017-11-24 17:40:13,happy,1
1557,2017-11-24 16:12:22,sad,1
1558,2017-11-24 17:38:49,happy,1
1559,2017-11-24 19:24:37,neutral,1
1560,2017-11-24 07:36:30,neutral,1
1561,2017-11-24 18:18:05,neutral,1
1562,2017-11-24 04:18:06,happy,1
1563,2017-11-24 05:53:34,sad,1
1564,2017-11-24 03:10:21,happy,1
1565,2017-11-24 09:23:20,happy,1
1566,2017-11-24 17:29:15,happy,1
1567,2017-11-24 15:57:01,neutral,1
1568,2017-11-24 13:34:33,sad,1
1569,2017-11-24 21:09:56,neutral,1
1570,2017-11-24 04:23:34,neutral,1
1571,2017-11-24 07:29:29,sad,1
1572,2017-11-24 16:47:18,neutral,1
1573,2017-11-25 19:09:46,neutral,1
1574,2017-11-25 02:25:58,neutral,1
1575,2017-11-25 20:59:36,neutral,1
1576,2017-11-25 16:44:47,neutral,1
1577,2017-11-25 16:57:15,sad,1
1578,2017-11-25 08:10:02,sad,1
1579,2017-11-25 06:12:45,sad,1
1580,2017-11-25 05:35:09,sad,1
1581,2017-11-25 01:41:39,sad,1
1582,2017-11-25 13:35:55,sad,1
1583,2017-11-25 18:00:42,sad,1
1584,2017-11-25 13:35:49,happy,1
1585,2017-11-25 02:48:50,happy,1
1586,2017-11-25 15:14:42,happy,1
1587,2017-11-25 16:00:19,sad,1
1588,2017-11-25 18:43:01,neutral,1
1589,2017-11-25 15:38:54,neutral,1
1590,2017-11-25 17:50:48,neutral,1
1591,2017-11-25 20:35:15,neutral,1
1592,2017-11-25 09:31:56,neutral,1
1593,2017-11-25 08:31:47,happy,1
1594,2017-11-25 10:59:55,sad,1
1595,2017-11-25 07:52:58,sad,1
1596,2017-11-25 23:42:01,neutral,1
1597,2017-11-25 06:52:52,happy,1
1598,2017-11-25 09:15:29,sad,1
1599,2017-11-25 23:55:26,neutral,1
1600,2017-11-25 18:43:50,sad,1
1601,2017-11-25 10:26:14,happy,1
1602,2017-11-25 17:26:59,neutral,1
1603,2017-11-25 20:45:19,happy,1
1604,2017-11-25 19:47:08,neutral,1
1605,2017-11-25 17:00:11,sad,1
1606,2017-11-25 17:22:41,neutral,1
1607,2017-11-25 06:01:16,sad,1
1608,2017-11-25 22:29:10,neutral,1
1609,2017-11-25 07:03:14,sad,1
1610,2017-11-25 20:11:18,neutral,1
1611,2017-11-25 14:48:16,neutral,1
1612,2017-11-25 16:14:39,neutral,1
1613,2017-11-26 08:50:14,neutral,1
1614,2017-11-26 05:12:01,sad,1
1615,2017-11-26 11:16:48,sad,1
1616,2017-11-26 10:23:28,happy,1
1617,2017-11-26 07:11:53,neutral,1
1618,2017-11-26 16:25:39,neutral,1
1619,2017-11-26 12:33:11,sad,1
1620,2017-11-26 23:06:07,sad,1
1621,2017-11-26 06:14:53,sad,1
1622,2017-11-26 03:32:58,happy,1
1623,2017-11-26 04:06:12,happy,1
1624,2017-11-26 04:00:20,sad,1
1625,2017-11-26 21:24:21,happy,1
1626,2017-11-26 23:23:51,neutral,1
1627,2017-11-26 14:30:05,sad,1
1628,2017-11-26 07:09:25,sad,1
1629,2017-11-26 15:17:25,neutral,1
1630,2017-11-26 09:12:00,sad,1
1631,2017-11-26 16:16:08,neutral,1
1632,2017-11-26 08:51:27,sad,1
1633,2017-11-26 18:32:58,neutral,1
1634,2017-11-26 11:56:04,happy,1
1635,2017-11-26 18:07:29,neutral,1
1636,2017-11-26 02:28:10,happy,1
1637,2017-11-26 08:28:23,sad,1
1638,2017-11-26 09:36:02,neutral,1
1639,2017-11-26 09:22:20,sad,1
1640,2017-11-26 00:50:22,happy,1
1641,2017-11-26 11:56:54,sad,1
1642,2017-11-26 05:03:37,sad,1
1643,2017-11-26 09:44:46,neutral,1
1644,2017-11-26 10:30:27,neutral,1
1645,2017-11-26 11:15:39,happy,1
1646,2017-11-26 20:00:39,sad,1
1647,2017-11-26 01:11:30,happy,1
1648,2017-11-26 17:34:58,sad,1
1649,2017-11-26 20:25:39,happy,1
1650,2017-11-27 16:56:40,happy,1
1651,2017-11-27 17:56:48,sad,1
1652,2017-11-27 04:27:18,neutral,1
1653,2017-11-27 06:29:00,happy,1
1654,2017-11-27 04:30:10,sad,1
1655,2017-11-27 17:56:59,happy,1
1656,2017-11-27 19:41:29,neutral,1
1657,2017-11-27 12:24:56,neutral,1
1658,2017-11-27 13:42:40,happy,1
1659,2017-11-27 12:39:59,happy,1
1660,2017-11-27 16:15:36,happy,1
1661,2017-11-27 07:24:38,sad,1
1662,2017-11-27 03:01:01,happy,1
1663,2017-11-27 05:17:44,happy,1
1664,2017-11-27 20:44:21,neutral,1
1665,2017-11-27 23:59:02,sad,1
1666,2017-11-27 14:27:56,sad,1
1667,2017-11-27 17:54:24,neutral,1
1668,2017-11-27 10:16:56,sad,1
1669,2017-11-27 21:03:48,happy,1
1670,2017-11-27 08:24:07,sad,1
1671,2017-11-27 16:58:06,happy,1
1672,2017-11-27 15:05:51,neutral,1
1673,2017-11-27 12:53:20,neutral,1
1674,2017-11-27 08:03:01,happy,1
1675,2017-11-27 04:27:50,neutral,1
1676,2017-11-27 08:07:38,happy,1
1677,2017-11-27 00:12:57,sad,1
1678,2017-11-27 18:24:14,sad,1
1679,2017-11-27 22:42:52,neutral,1
1680,2017-11-27 15:37:24,neutral,1
1681,2017-11-27 18:05:17,sad,1
1682,2017-11-27 11:02:13,sad,1
1683,2017-11-27 07:00:16,sad,1
1684,2017-11-27 03:52:11,happy,1
1685,2017-11-27 03:55:15,neutral,1
1686,2017-11-27 06:15:00,neutral,1
1687,2017-11-27 00:06:07,neutral,1
1688,2017-11-27 09:07:44,sad,1
1689,2017-11-27 02:18:34,sad,1
1690,2017-11-28 05:02:30,neutral,1
1691,2017-11-28 17:46:57,neutral,1
1692,2017-11-28 23:07:51,neutral,1
1693,2017-11-28 17:58:28,happy,1
1694,2017-11-28 14:15:58,sad,1
1695,2017-11-28 20:15:45,neutral,1
1696,2017-11-28 20:03:52,sad,1
1697,2017-11-28 06:16:24,neutral,1
1698,2017-11-28 23:07:51,sad,1
1699,2017-11-28 12:59:14,happy,1
1700,2017-11-28 12:30:49,sad,1
1701,2017-11-28 11:59:47,neutral,1
1702,2017-11-28 04:42:11,neutral,1
1703,2017-11-28 03:49:07,sad,1
1704,2017-11-28 10:52:50,neutral,1
1705,2017-11-28 19:42:31,happy,1
1706,2017-11-28 15:28:15,sad,1
1707,2017-11-28 20:44:46,sad,1
1708,2017-11-28 23:48:06,happy,1
1709,2017-11-28 03:05:45,happy,1
1710,2017-11-28 00:28:47,neutral,1
1711,2017-11-28 17:32:55,neutral,1
1712,2017-11-28 08:20:29,happy,1
1713,2017-11-28 22:26:24,happy,1
1714,2017-11-28 06:50:33,sad,1
1715,2017-11-28 18:21:54,happy,1
1716,2017-11-28 03:58:02,neutral,1
1717,2017-11-28 21:19:07,sad,1
1718,2017-11-28 20:07:00,sad,1
1719,2017-11-28 11:16:10,neutral,1
1720,2017-11-28 00:15:55,happy,1
1721,2017-11-28 04:45:52,sad,1
1722,2017-11-28 19:40:59,sad,1
1723,2017-11-28 15:36:12,sad,1
1724,2017-11-28 13:29:28,sad,1
1725,2017-11-28 08:39:31,neutral,1
1726,2017-11-28 12:05:52,neutral,1
1727,2017-11-28 18:05:12,sad,1
1728,2017-11-28 08:59:39,neutral,1
1729,2017-11-28 14:26:21,happy,1
1730,2017-11-28 00:49:35,neutral,1
1731,2017-11-29 13:53:38,neutral,1
1732,2017-11-29 16:01:58,sad,1
1733,2017-11-29 23:08:01,neutral,1
1734,2017-11-29 09:07:14,happy,1
1735,2017-11-29 18:28:43,sad,1
1736,2017-11-29 08:49:03,sad,1
1737,2017-11-29 01:42:14,sad,1
1738,2017-11-29 23:25:21,happy,1
1739,2017-11-29 02:41:32,happy,1
1740,2017-11-29 18:27:04,neutral,1
1741,2017-11-29 02:40:57,neutral,1
1742,2017-11-29 03:39:09,sad,1
1743,2017-11-29 19:26:03,happy,1
1744,2017-11-29 15:41:49,sad,1
1745,2017-11-29 11:56:10,happy,1
1746,2017-11-29 01:02:49,sad,1
1747,2017-11-29 21:32:44,neutral,1
1748,2017-11-29 19:03:41,sad,1
1749,2017-11-29 11:53:02,sad,1
1750,2017-11-29 21:52:24,sad,1
1751,2017-11-29 07:51:27,neutral,1
1752,2017-11-29 05:44:09,sad,1
1753,2017-11-29 16:54:24,sad,1
1754,2017-11-29 09:48:17,neutral,1
1755,2017-11-29 18:49:32,sad,1
1756,2017-11-29 03:17:48,neutral,1
1757,2017-11-29 02:25:00,happy,1
1758,2017-11-29 06:30:36,neutral,1
1759,2017-11-30 23:06:47,happy,1
1760,2017-11-30 12:21:20,neutral,1
1761,2017-11-30 17:06:01,neutral,1
1762,2017-11-30 19:55:54,sad,1
1763,2017-11-30 22:51:52,neutral,1
1764,2017-11-30 03:32:37,neutral,1
1765,2017-11-30 21:06:36,happy,1
1766,2017-11-30 02:53:22,sad,1
1767,2017-11-30 17:25:49,sad,1
1768,2017-11-30 20:25:51,happy,1
1769,2017-11-30 21:15:19,sad,1
1770,2017-11-30 23:02:50,neutral,1
1771,2017-11-30 13:34:40,neutral,1
1772,2017-11-30 18:52:25,neutral,1
1773,2017-11-30 19:54:14,happy,1
1774,2017-11-30 08:38:48,neutral,1
1775,2017-11-30 10:45:23,sad,1
1776,2017-11-30 23:48:43,sad,1
1777,2017-11-30 15:43:38,sad,1
1778,2017-11-30 21:40:49,happy,1
1779,2017-11-30 16:51:21,happy,1
1780,2017-11-30 14:34:34,sad,1
1781,2017-11-30 05:47:10,happy,1
1782,2017-11-30 13:06:26,sad,1
1783,2017-11-30 17:46:29,happy,1
1784,2017-11-30 11:03:24,neutral,1
1785,2017-11-30 04:50:38,neutral,1
1786,2017-11-30 16:44:39,sad,1
1787,2017-11-30 15:21:09,sad,1
1788,2017-11-30 21:54:17,sad,1
1789,2017-12-01 08:07:32,happy,1
1790,2017-12-01 11:15:43,neutral,1
1791,2017-12-01 23:44:15,sad,1
1792,2017-12-01 13:44:36,neutral,1
1793,2017-12-01 06:15:16,sad,1
1794,2017-12-01 08:44:59,happy,1
1795,2017-12-01 15:02:21,happy,1
1796,2017-12-01 19:57:28,sad,1
1797,2017-12-01 20:18:26,sad,1
1798,2017-12-01 08:19:34,sad,1
1799,2017-12-01 23:13:32,happy,1
1800,2017-12-01 05:02:19,neutral,1
1801,2017-12-01 04:15:50,neutral,1
1802,2017-12-01 07:13:48,sad,1
1803,2017-12-02 09:28:54,happy,1
1804,2017-12-02 10:45:39,happy,1
1805,2017-12-02 22:35:28,happy,1
1806,2017-12-02 17:59:41,happy,1
1807,2017-12-02 00:24:58,happy,1
1808,2017-12-02 23:07:01,neutral,1
1809,2017-12-02 22:27:35,happy,1
1810,2017-12-02 10:26:55,happy,1
1811,2017-12-02 06:54:09,happy,1
1812,2017-12-02 15:48:01,happy,1
1813,2017-12-02 21:11:41,sad,1
1814,2017-12-02 06:15:39,sad,1
1815,2017-12-02 10:34:55,happy,1
1816,2017-12-02 19:21:19,neutral,1
1817,2017-12-02 10:20:56,neutral,1
1818,2017-12-02 09:43:26,sad,1
1819,2017-12-02 10:32:39,happy,1
1820,2017-12-02 15:16:15,neutral,1
1821,2017-12-02 00:54:57,happy,1
1822,2017-12-02 01:17:13,sad,1
1823,2017-12-02 03:51:46,neutral,1
1824,2017-12-02 11:59:24,sad,1
1825,2017-12-02 12:29:43,happy,1
1826,2017-12-02 08:42:43,neutral,1
1827,2017-12-02 04:25:23,happy,1
1828,2017-12-02 20:37:09,neutral,1
1829,2017-12-02 21:45:18,neutral,1
1830,2017-12-02 05:10:39,sad,1
1831,2017-12-02 20:20:39,happy,1
1832,2017-12-02 02:44:28,happy,1
1833,2017-12-02 04:25:07,sad,1
1834,2017-12-02 08:42:53,neutral,1
1835,2017-12-02 02:05:06,sad,1
1836,2017-12-02 04:37:08,happy,1
1837,2017-12-02 13:00:17,neutral,1
1838,2017-12-02 18:10:07,neutral,1
1839,2017-12-02 04:29:49,neutral,1
1840,2017-12-02 01:13:30,happy,1
1841,2017-12-03 19:34:49,sad,1
1842,2017-12-03 19:19:12,happy,1
1843,2017-12-03 19:25:02,neutral,1
1844,2017-12-03 13:21:15,happy,1
1845,2017-12-03 11:57:00,neutral,1
1846,2017-12-03 22:50:37,happy,1
1847,2017-12-03 17:54:07,neutral,1
1848,2017-12-03 11:58:35,happy,1
1849,2017-12-03 21:11:27,neutral,1
1850,2017-12-03 08:58:14,happy,1
1851,2017-12-03 16:10:02,sad,1
1852,2017-12-03 11:31:10,neutral,1
1853,2017-12-03 05:11:37,happy,1
1854,2017-12-03 13:38:22,happy,1
1855,2017-12-03 21:13:50,happy,1
1856,2017-12-03 20:54:54,neutral,1
1857,2017-12-03 11:21:21,sad,1
1858,2017-12-03 21:30:10,sad,1
1859,2017-12-03 15:15:38,happy,1
1860,2017-12-04 17:50:43,neutral,1
1861,2017-12-04 04:19:01,neutral,1
1862,2017-12-04 09:05:09,sad,1
1863,2017-12-04 23:04:46,sad,1
1864,2017-12-04 21:52:21,happy,1
1865,2017-12-04 17:02:42,happy,1
1866,2017-12-04 10:22:31,neutral,1
1867,2017-12-04 03:13:54,sad,1
1868,2017-12-04 13:46:10,sad,1
1869,2017-12-04 20:56:13,neutral,1
1870,2017-12-04 10:33:41,sad,1
1871,2017-12-04 04:47:44,neutral,1
1872,2017-12-04 12:36:48,happy,1
1873,2017-12-04 18:18:58,happy,1
1874,2017-12-04 10:45:23,happy,1
1875,2017-12-04 17:45:02,sad,1
1876,2017-12-04 06:22:50,neutral,1
1877,2017-12-04 11:43:03,happy,1
1878,2017-12-04 00:01:25,neutral,1
1879,2017-12-04 06:48:04,happy,1
1880,2017-12-04 00:38:46,happy,1
1881,2017-12-04 21:55:26,neutral,1
1882,2017-12-04 03:22:06,sad,1
1883,2017-12-04 17:09:16,sad,1
1884,2017-12-04 01:04:45,neutral,1
1885,2017-12-04 14:05:43,happy,1
1886,2017-12-04 13:47:04,sad,1
1887,2017-12-04 02:17:28,happy,1
1888,2017-12-04 15:34:50,neutral,1
1889,2017-12-04 02:41:39,sad,1
1890,2017-12-04 14:58:50,sad,1
1891,2017-12-04 06:30:10,happy,1
1892,2017-12-04 00:08:31,neutral,1
1893,2017-12-04 19:00:34,happy,1
1894,2017-12-04 08:15:43,sad,1
1895,2017-12-04 05:50:18,happy,1
1896,2017-12-04 12:13:55,neutral,1
1897,2017-12-04 14:42:24,happy,1
1898,2017-12-04 02:20:48,sad,1
1899,2017-12-04 05:25:19,neutral,1
1900,2017-12-04 12:15:22,neutral,1
1901,2017-12-04 16:19:24,neutral,1
1902,2017-12-04 01:17:59,neutral,1
1903,2017-12-04 10:47:38,neutral,1
1904,2017-12-04 20:24:55,sad,1
1905,2017-12-05 09:34:41,neutral,1
1906,2017-12-05 16:59:59,sad,1
1907,2017-12-05 17:10:41,sad,1
1908,2017-12-05 00:49:49,sad,1
1909,2017-12-05 06:00:18,sad,1
1910,2017-12-05 11:16:18,neutral,1
1911,2017-12-05 05:19:11,happy,1
1912,2017-12-05 15:21:17,sad,1
1913,2017-12-05 17:49:39,neutral,1
1914,2017-12-05 07:05:13,happy,1
1915,2017-12-05 01:47:54,sad,1
1916,2017-12-05 01:06:58,sad,1
1917,2017-12-05 00:56:58,happy,1
1918,2017-12-05 19:00:19,sad,1
1919,2017-12-05 02:32:10,sad,1
1920,2017-12-05 19:32:16,sad,1
1921,2017-12-05 23:24:32,sad,1
1922,2017-12-05 15:33:01,neutral,1
1923,2017-12-05 17:46:46,sad,1
1924,2017-12-05 12:20:36,sad,1
1925,2017-12-05 21:46:37,neutral,1
1926,2017-12-05 09:33:33,happy,1
1927,2017-12-05 23:35:21,happy,1
1928,2017-12-05 01:59:43,happy,1
1929,2017-12-05 15:04:38,neutral,1
1930,2017-12-05 02:19:42,happy,1
1931,2017-12-05 16:46:56,happy,1
1932,2017-12-05 05:52:26,neutral,1
1933,2017-12-05 09:56:14,neutral,1
1934,2017-12-05 00:55:24,happy,1
1935,2017-12-05 03:12:33,sad,1
1936,2017-12-05 18:11:22,sad,1
1937,2017-12-05 23:45:13,sad,1
1938,2017-12-05 19:11:55,sad,1
1939,2017-12-05 21:00:34,sad,1
1940,2017-12-05 11:01:56,neutral,1
1941,2017-12-05 10:01:20,sad,1
1942,2017-12-05 16:29:21,sad,1
1943,2017-12-05 04:26:42,neutral,1
1944,2017-12-05 10:11:55,neutral,1
1945,2017-12-05 06:03:20,happy,1
1946,2017-12-05 16:14:01,neutral,1
1947,2017-12-06 01:55:32,sad,1
1948,2017-12-06 13:43:19,sad,1
1949,2017-12-06 11:11:29,neutral,1
1950,2017-12-06 21:25:45,happy,1
1951,2017-12-06 04:59:05,sad,1
1952,2017-12-06 15:39:11,sad,1
1953,2017-12-06 17:30:53,neutral,1
1954,2017-12-06 20:33:17,neutral,1
1955,2017-12-06 08:45:17,happy,1
1956,2017-12-06 23:37:49,happy,1
1957,2017-12-06 11:26:37,neutral,1
1958,2017-12-06 18:55:10,sad,1
1959,2017-12-06 20:07:22,neutral,1
1960,2017-12-06 19:52:33,neutral,1
1961,2017-12-06 21:46:25,happy,1
1962,2017-12-06 16:37:37,happy,1
1963,2017-12-06 13:38:46,happy,1
1964,2017-12-06 02:10:44,sad,1
1965,2017-12-06 20:26:47,sad,1
1966,2017-12-06 05:02:44,happy,1
1967,2017-12-06 08:16:40,neutral,1
1968,2017-12-06 23:27:57,neutral,1
1969,2017-12-06 07:44:45,sad,1
1970,2017-12-06 10:29:56,neutral,1
1971,2017-12-06 08:32:36,sad,1
1972,2017-12-06 07:36:26,sad,1
1973,2017-12-06 22:41:27,sad,1
1974,2017-12-06 22:03:13,neutral,1
1975,2017-12-06 01:01:03,neutral,1
1976,2017-12-06 16:40:19,happy,1
1977,2017-12-06 11:44:52,happy,1
1978,2017-12-06 05:50:03,happy,1
1979,2017-12-06 23:28:06,happy,1
1980,2017-12-06 20:36:42,happy,1
1981,2017-12-06 13:08:14,sad,1
1982,2017-12-06 23:46:30,sad,1
1983,2017-12-06 15:37:29,happy,1
1984,2017-12-06 04:51:36,happy,1
1985,2017-12-06 11:15:42,sad,1
1986,2017-12-06 09:22:58,sad,1
1987,2017-12-06 20:57:04,sad,1
1988,2017-12-06 15:57:27,happy,1
1989,2017-12-06 09:46:42,neutral,1
1990,2017-12-06 13:07:41,sad,1
1991,2017-12-06 09:44:24,neutral,1
1992,2017-12-06 04:05:18,sad,1
1993,2017-12-06 21:53:38,happy,1
1994,2017-12-06 10:53:15,neutral,1
1995,2017-12-06 22:33:01,sad,1
1996,2017-12-07 09:44:46,happy,1
1997,2017-12-07 14:05:09,happy,1
1998,2017-12-07 10:46:31,happy,1
1999,2017-12-07 08:44:26,neutral,1
2000,2017-12-07 09:39:12,happy,1
2001,2017-12-07 11:01:19,happy,1
2002,2017-12-07 12:00:44,happy,1
2003,2017-12-07 16:27:30,neutral,1
2004,2017-12-07 01:06:23,neutral,1
2005,2017-12-07 15:34:36,happy,1
2006,2017-12-07 07:46:43,sad,1
2007,2017-12-07 19:06:22,happy,1
2008,2017-12-07 02:32:05,sad,1
2009,2017-12-07 17:18:38,happy,1
2010,2017-12-07 08:44:16,sad,1
2011,2017-12-07 03:20:13,happy,1
2012,2017-12-07 20:48:59,sad,1
2013,2017-12-07 12:59:51,sad,1
2014,2017-12-07 20:39:29,sad,1
2015,2017-12-07 14:35:14,happy,1
2016,2017-12-07 22:49:52,sad,1
2017,2017-12-07 06:48:47,happy,1
2018,2017-12-07 21:12:31,happy,1
2019,2017-12-07 06:59:29,sad,1
2020,2017-12-07 11:48:57,sad,1
2021,2017-12-07 14:31:37,sad,1
2022,2017-12-07 07:44:08,neutral,1
2023,2017-12-07 19:54:52,sad,1
2024,2017-12-07 01:59:45,happy,1
2025,2017-12-07 20:30:42,neutral,1
2026,2017-12-07 18:29:16,happy,1
2027,2017-12-07 19:35:45,sad,1
2028,2017-12-07 22:39:12,neutral,1
2029,2017-12-07 10:02:50,sad,1
2030,2017-12-07 22:49:39,neutral,1
2031,2017-12-07 05:53:54,sad,1
2032,2017-12-07 05:21:07,happy,1
2033,2017-12-08 02:23:53,happy,1
2034,2017-12-08 22:25:39,happy,1
2035,2017-12-08 18:58:20,sad,1
2036,2017-12-08 03:16:57,happy,1
2037,2017-12-08 20:58:03,sad,1
2038,2017-12-08 01:21:23,happy,1
2039,2017-12-08 13:48:25,sad,1
2040,2017-12-08 17:20:33,happy,1
2041,2017-12-08 23:43:39,sad,1
2042,2017-12-08 17:54:13,neutral,1
2043,2017-12-08 01:12:40,happy,1
2044,2017-12-08 14:11:00,neutral,1
2045,2017-12-08 08:26:25,neutral,1
2046,2017-12-08 16:59:38,happy,1
2047,2017-12-08 14:23:08,sad,1
2048,2017-12-08 03:17:24,neutral,1
2049,2017-12-08 03:14:57,happy,1
2050,2017-12-08 06:42:39,happy,1
2051,2017-12-08 00:32:04,neutral,1
2052,2017-12-08 23:53:00,neutral,1
2053,2017-12-08 16:59:40,neutral,1
2054,2017-12-08 11:36:42,neutral,1
2055,2017-12-08 12:59:20,sad,1
2056,2017-12-08 18:55:29,happy,1
2057,2017-12-08 09:19:09,sad,1
2058,2017-12-08 08:02:03,neutral,1
2059,2017-12-08 07:46:07,happy,1
2060,2017-12-08 17:21:22,sad,1
2061,2017-12-08 13:51:53,happy,1
2062,2017-12-08 02:47:48,happy,1
2063,2017-12-08 19:08:04,sad,1
2064,2017-12-08 01:51:03,sad,1
2065,2017-12-08 16:49:51,sad,1
2066,2017-12-08 03:05:35,happy,1
2067,2017-12-08 00:00:11,happy,1
2068,2017-12-08 21:50:06,neutral,1
2069,2017-12-08 20:17:05,neutral,1
2070,2017-12-08 16:11:52,happy,1
2071,2017-12-08 23:55:00,neutral,1
2072,2017-12-08 21:10:07,happy,1
2073,2017-12-08 17:09:34,neutral,1
2074,2017-12-09 06:11:54,happy,1
2075,2017-12-09 16:42:10,sad,1
2076,2017-12-09 06:32:23,happy,1
2077,2017-12-09 21:42:11,neutral,1
2078,2017-12-09 16:30:57,sad,1
2079,2017-12-09 12:42:31,sad,1
2080,2017-12-09 18:39:41,neutral,1
2081,2017-12-09 11:52:05,sad,1
2082,2017-12-09 01:18:06,sad,1
2083,2017-12-09 10:29:12,sad,1
